id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
299,48,blue-collar,married,primary,no,0,no,yes,cellular,17,nov,479,1,-1,0,unknown,0
300,36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,131,1,-1,0,unknown,0
301,36,blue-collar,married,secondary,no,0,yes,no,cellular,30,jul,184,6,-1,0,unknown,0
302,60,management,married,tertiary,no,371,no,yes,cellular,11,aug,102,8,-1,0,unknown,0
303,40,blue-collar,married,secondary,no,876,no,no,unknown,16,jun,208,1,-1,0,unknown,0
304,57,technician,divorced,secondary,no,204,no,no,unknown,6,jun,97,5,-1,0,unknown,0
305,44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661,1,-1,0,unknown,0
306,50,admin.,married,secondary,no,736,yes,no,unknown,14,may,74,1,-1,0,unknown,0
307,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown,1
308,44,technician,married,secondary,no,227,yes,yes,cellular,8,may,364,1,262,2,failure,0
309,43,blue-collar,married,secondary,no,408,yes,no,unknown,14,sep,6,1,838,3,other,0
310,33,technician,single,secondary,no,422,no,no,cellular,21,aug,289,2,-1,0,unknown,0
311,43,management,married,tertiary,no,2987,no,no,cellular,11,mar,103,3,-1,0,unknown,0
312,24,admin.,single,secondary,no,99,no,no,cellular,4,feb,56,3,-1,0,unknown,0
313,36,management,single,tertiary,no,1339,yes,no,cellular,11,jul,136,1,-1,0,unknown,0
314,49,services,married,secondary,no,400,no,no,cellular,21,aug,151,3,-1,0,unknown,0
315,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,1
316,37,technician,married,secondary,no,277,yes,no,unknown,9,may,251,2,-1,0,unknown,0
317,30,admin.,divorced,primary,no,1032,yes,no,unknown,29,may,52,5,-1,0,unknown,0
318,58,management,married,tertiary,no,4265,yes,no,unknown,29,may,96,2,-1,0,unknown,0
319,45,admin.,divorced,tertiary,no,569,yes,no,cellular,14,may,228,1,-1,0,unknown,0
320,38,blue-collar,married,primary,no,3242,yes,no,cellular,17,apr,198,5,331,1,failure,0
321,29,technician,single,secondary,no,22008,yes,no,unknown,28,may,139,2,-1,0,unknown,0
322,36,blue-collar,married,secondary,no,-100,yes,no,unknown,3,jun,369,2,-1,0,unknown,0
323,29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,1,-1,0,unknown,1
324,25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,1
325,49,blue-collar,married,primary,no,216,yes,no,unknown,9,may,144,2,-1,0,unknown,0
326,33,admin.,single,secondary,no,13,yes,no,cellular,29,jan,111,1,247,2,failure,0
327,51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,nov,233,2,-1,0,unknown,0
328,35,blue-collar,married,primary,no,356,yes,yes,unknown,20,may,474,2,-1,0,unknown,0
329,52,blue-collar,married,secondary,no,698,no,no,telephone,30,jul,38,2,-1,0,unknown,0
330,42,technician,married,secondary,no,419,no,no,cellular,6,feb,198,2,-1,0,unknown,0
331,29,blue-collar,single,secondary,no,2806,no,no,cellular,15,oct,294,1,93,5,other,0
332,43,self-employed,married,secondary,no,284,no,no,cellular,28,jan,256,1,-1,0,unknown,0
333,41,housemaid,married,secondary,no,0,yes,yes,cellular,15,jul,368,4,-1,0,unknown,0
334,47,admin.,married,secondary,no,642,yes,no,cellular,13,may,197,2,363,2,other,0
335,44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,1
336,37,services,married,secondary,no,523,yes,no,telephone,19,nov,21,1,-1,0,unknown,0
337,50,services,single,secondary,no,321,no,no,telephone,22,aug,90,11,-1,0,unknown,0
338,42,technician,divorced,secondary,no,-593,no,no,cellular,28,jan,69,1,-1,0,unknown,0
339,26,unemployed,married,primary,no,70,yes,no,unknown,28,may,99,2,-1,0,unknown,0
340,39,self-employed,married,secondary,no,81,no,yes,cellular,23,jul,438,1,-1,0,unknown,0
341,56,housemaid,married,primary,no,2666,yes,yes,cellular,29,jan,94,2,-1,0,unknown,0
342,22,student,single,primary,no,110,yes,no,cellular,18,may,237,2,-1,0,unknown,0
343,33,blue-collar,single,secondary,no,371,yes,no,unknown,16,may,1128,3,-1,0,unknown,0
344,30,services,single,secondary,no,1824,yes,no,cellular,21,jul,153,2,-1,0,unknown,0
345,49,blue-collar,married,primary,no,3659,yes,no,unknown,7,may,160,1,-1,0,unknown,0
346,51,blue-collar,married,primary,no,-27,no,no,telephone,29,aug,158,4,-1,0,unknown,0
347,32,management,single,tertiary,no,12686,yes,no,cellular,20,nov,176,1,170,1,failure,0
348,25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,1
349,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,1
350,45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,0,unknown,0
351,29,services,single,secondary,no,229,yes,no,cellular,17,apr,273,2,343,1,failure,0
352,28,management,single,tertiary,no,730,yes,no,cellular,26,aug,78,6,85,5,other,0
353,29,blue-collar,married,secondary,no,602,yes,yes,cellular,17,apr,440,2,-1,0,unknown,0
354,29,entrepreneur,married,primary,no,519,yes,no,cellular,18,jul,120,1,-1,0,unknown,0
355,36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,nov,690,3,183,2,failure,0
356,25,services,single,secondary,no,54,yes,no,unknown,13,may,318,2,-1,0,unknown,0
357,31,admin.,married,secondary,no,389,yes,no,cellular,7,dec,69,1,185,2,failure,0
358,29,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,0
359,29,management,single,tertiary,no,2799,yes,no,cellular,5,may,371,2,-1,0,unknown,0
360,51,blue-collar,divorced,primary,no,1236,yes,no,cellular,10,jul,613,1,-1,0,unknown,0
361,35,management,married,tertiary,no,71,no,yes,cellular,26,aug,78,4,-1,0,unknown,0
362,32,management,single,tertiary,no,27,yes,no,cellular,18,nov,261,1,-1,0,unknown,0
363,37,technician,single,secondary,no,29,no,no,unknown,3,jul,269,2,-1,0,unknown,0
364,45,blue-collar,married,secondary,no,1583,yes,no,cellular,7,aug,84,7,-1,0,unknown,0
365,46,blue-collar,married,primary,no,1844,no,no,unknown,19,jun,29,1,-1,0,unknown,0
366,64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success,1
367,60,blue-collar,married,primary,no,109,no,no,unknown,27,jun,349,5,-1,0,unknown,0
368,48,services,single,primary,no,-139,no,no,cellular,13,may,75,2,-1,0,unknown,0
369,28,blue-collar,single,unknown,no,448,yes,no,unknown,28,may,307,1,-1,0,unknown,0
370,30,technician,single,secondary,no,1534,yes,no,unknown,27,may,596,1,-1,0,unknown,0
371,39,management,divorced,tertiary,no,2193,yes,yes,unknown,2,jun,550,3,-1,0,unknown,0
372,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,1
373,50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,0
374,26,admin.,single,secondary,no,66,yes,no,cellular,14,may,451,1,339,3,failure,0
375,36,technician,married,secondary,no,483,yes,no,cellular,11,may,179,1,304,2,failure,0
376,30,admin.,single,secondary,no,10735,no,no,cellular,20,nov,63,1,-1,0,unknown,0
377,59,management,married,tertiary,no,1729,no,no,cellular,30,apr,119,1,-1,0,unknown,0
378,39,housemaid,married,primary,no,13338,no,no,cellular,11,aug,103,4,-1,0,unknown,0
379,31,services,married,secondary,no,-30,yes,yes,cellular,17,jul,804,2,-1,0,unknown,0
380,47,admin.,married,secondary,no,726,no,no,unknown,17,jun,60,3,-1,0,unknown,0
381,52,management,married,tertiary,no,809,no,no,cellular,4,aug,121,1,-1,0,unknown,0
382,48,blue-collar,single,primary,no,0,no,no,unknown,18,jun,71,1,-1,0,unknown,0
383,47,housemaid,married,primary,no,823,no,no,unknown,19,jun,191,3,-1,0,unknown,0
384,65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,1,-1,0,unknown,1
385,43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,-1,0,unknown,1
386,32,blue-collar,married,secondary,no,3228,yes,no,cellular,19,nov,198,3,-1,0,unknown,0
387,45,blue-collar,married,secondary,no,2718,yes,no,cellular,24,jul,304,2,-1,0,unknown,0
388,54,retired,married,primary,no,2243,no,no,unknown,12,jun,281,1,-1,0,unknown,0
389,33,technician,single,tertiary,no,1257,yes,no,cellular,22,jul,66,1,-1,0,unknown,0
390,30,admin.,married,secondary,no,-44,yes,no,cellular,17,jul,97,1,-1,0,unknown,0
391,50,blue-collar,divorced,unknown,no,2812,yes,no,unknown,20,jun,17,37,-1,0,unknown,0
392,36,management,divorced,tertiary,no,133,yes,no,unknown,9,may,117,1,-1,0,unknown,0
393,51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,failure,0
394,30,management,single,tertiary,no,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,1
395,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,0
396,71,retired,married,tertiary,no,653,no,no,telephone,26,feb,367,1,-1,0,unknown,1
397,58,retired,married,secondary,no,25,yes,no,unknown,2,jun,132,2,-1,0,unknown,0
398,26,admin.,single,secondary,no,614,no,no,cellular,27,jan,103,1,-1,0,unknown,0
399,61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,1
400,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,0
401,30,services,single,secondary,no,-100,yes,yes,cellular,15,may,292,1,-1,0,unknown,0
402,34,services,married,secondary,no,404,yes,no,cellular,9,apr,208,12,337,1,failure,0
403,49,management,married,tertiary,no,53,no,no,cellular,12,aug,134,6,-1,0,unknown,0
404,51,technician,married,secondary,no,2242,no,no,cellular,18,aug,498,3,-1,0,unknown,0
405,51,admin.,married,secondary,no,-287,yes,no,cellular,12,may,814,1,-1,0,unknown,0
406,59,management,married,tertiary,no,2143,yes,no,cellular,28,jan,59,1,268,1,failure,0
407,43,blue-collar,married,primary,no,547,no,yes,unknown,9,jun,96,6,-1,0,unknown,0
408,43,admin.,married,secondary,no,1807,yes,yes,unknown,30,may,711,1,-1,0,unknown,0
409,40,technician,single,secondary,no,2141,no,no,cellular,18,nov,107,3,-1,0,unknown,0
410,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,1
411,50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,-1,0,unknown,0
412,32,management,married,primary,no,142,yes,no,unknown,12,may,101,1,-1,0,unknown,0
413,41,self-employed,married,secondary,no,1,no,no,cellular,19,aug,55,4,-1,0,unknown,0
414,56,blue-collar,married,secondary,no,276,no,no,cellular,5,aug,269,1,-1,0,unknown,0
415,36,technician,divorced,secondary,no,664,yes,yes,cellular,30,jul,266,4,-1,0,unknown,0
416,36,management,married,secondary,no,2637,no,no,unknown,4,jul,219,1,-1,0,unknown,0
417,34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,0
418,57,technician,married,secondary,no,1158,no,no,unknown,17,nov,204,2,109,21,other,0
419,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,1
420,46,entrepreneur,married,primary,no,829,no,yes,telephone,21,nov,81,7,-1,0,unknown,0
421,60,retired,divorced,primary,no,-79,yes,yes,cellular,29,jan,192,1,-1,0,unknown,0
422,30,technician,married,secondary,no,24,yes,no,cellular,18,jul,112,3,-1,0,unknown,0
423,31,blue-collar,married,primary,no,-848,yes,no,unknown,23,may,559,3,-1,0,unknown,0
424,51,admin.,married,secondary,no,21,no,yes,cellular,13,aug,157,2,-1,0,unknown,0
425,44,management,married,tertiary,no,1138,no,no,cellular,27,aug,523,3,-1,0,unknown,1
426,27,services,single,secondary,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,0
427,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,1
428,54,retired,married,secondary,no,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,0
429,56,services,married,secondary,no,159,yes,no,cellular,20,apr,132,3,-1,0,unknown,0
430,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,-1,0,unknown,1
431,30,technician,single,secondary,no,3927,yes,no,cellular,11,aug,247,1,-1,0,unknown,0
432,37,technician,single,secondary,no,3,yes,no,unknown,29,may,82,1,-1,0,unknown,0
433,32,services,married,secondary,no,183,yes,no,cellular,9,feb,17,10,-1,0,unknown,0
434,44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,1,-1,0,unknown,1
435,34,admin.,married,primary,no,239,yes,no,unknown,2,jun,107,2,-1,0,unknown,0
436,32,blue-collar,single,primary,no,3595,yes,no,cellular,21,nov,171,2,-1,0,unknown,0
437,57,retired,married,secondary,no,283,no,no,cellular,7,aug,123,2,-1,0,unknown,0
438,26,technician,single,secondary,no,3244,no,no,cellular,28,jan,390,1,-1,0,unknown,0
439,45,blue-collar,married,secondary,no,90,yes,no,unknown,29,may,744,6,-1,0,unknown,0
440,32,blue-collar,married,primary,no,131,yes,no,unknown,21,may,212,2,-1,0,unknown,0
441,51,admin.,married,secondary,no,73,no,no,cellular,21,jul,195,1,-1,0,unknown,0
442,54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,0
443,48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,0
444,36,blue-collar,married,secondary,no,0,yes,no,unknown,30,may,54,4,-1,0,unknown,0
445,36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,154,3,189,1,failure,0
446,26,management,single,tertiary,no,2506,no,no,cellular,28,may,210,2,100,1,success,0
447,34,blue-collar,married,secondary,no,0,yes,yes,cellular,12,may,34,2,288,12,failure,0
448,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,0
449,54,technician,divorced,secondary,no,-291,no,no,cellular,19,aug,99,2,-1,0,unknown,0
450,34,blue-collar,married,unknown,no,11,yes,no,cellular,8,apr,233,1,-1,0,unknown,0
451,26,services,married,secondary,no,2063,yes,yes,cellular,10,jul,221,1,-1,0,unknown,0
452,29,admin.,married,secondary,no,1,yes,no,cellular,15,jul,56,3,-1,0,unknown,0
453,49,unemployed,married,primary,no,518,no,no,cellular,29,jan,1917,2,-1,0,unknown,1
454,37,technician,married,secondary,no,1116,yes,no,cellular,3,feb,18,6,201,7,other,0
455,41,technician,married,secondary,no,923,yes,no,cellular,7,jul,141,3,-1,0,unknown,0
456,50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other,0
457,36,management,single,tertiary,no,10773,yes,no,cellular,18,may,89,1,-1,0,unknown,0
458,29,blue-collar,single,secondary,no,1012,yes,no,unknown,23,may,926,1,-1,0,unknown,0
459,58,housemaid,married,secondary,no,196,no,yes,cellular,27,may,110,3,-1,0,unknown,0
460,32,blue-collar,single,secondary,no,8859,yes,no,cellular,20,nov,252,1,-1,0,unknown,0
461,38,admin.,single,unknown,no,31,no,no,cellular,20,apr,59,3,-1,0,unknown,0
462,36,management,married,secondary,no,1825,yes,no,cellular,14,may,24,1,346,1,failure,0
463,55,management,single,secondary,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,0
464,30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown,0
465,56,management,married,tertiary,no,16377,no,no,cellular,13,aug,107,8,-1,0,unknown,0
466,26,management,married,tertiary,no,5,yes,no,cellular,11,may,251,1,304,2,other,0
467,31,management,single,tertiary,no,86,no,no,cellular,12,aug,150,4,-1,0,unknown,0
468,50,blue-collar,divorced,primary,no,149,yes,no,unknown,7,may,74,1,-1,0,unknown,0
469,35,unemployed,single,secondary,no,9,yes,no,cellular,13,may,84,2,364,2,failure,0
470,41,technician,married,secondary,no,563,yes,no,cellular,13,aug,69,4,-1,0,unknown,0
471,35,blue-collar,married,secondary,no,360,yes,no,telephone,20,apr,24,1,152,3,failure,0
472,33,housemaid,married,secondary,no,230,no,yes,cellular,29,aug,264,2,-1,0,unknown,0
473,42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown,0
474,32,management,single,tertiary,no,751,yes,no,unknown,8,may,64,1,-1,0,unknown,0
475,28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure,0
476,55,blue-collar,married,primary,no,419,no,no,cellular,22,aug,33,8,-1,0,unknown,0
477,39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,114,1,-1,0,unknown,0
478,31,management,married,tertiary,no,233,yes,no,cellular,14,may,241,2,365,10,failure,0
479,35,blue-collar,married,secondary,no,4,no,no,unknown,9,jun,130,2,-1,0,unknown,0
480,53,housemaid,married,primary,yes,945,no,no,cellular,29,jan,82,2,-1,0,unknown,0
481,60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown,1
482,32,services,married,secondary,no,1398,yes,yes,cellular,15,may,233,1,-1,0,unknown,0
483,19,student,single,secondary,no,1803,no,no,cellular,10,mar,59,1,-1,0,unknown,0
484,36,technician,married,secondary,no,366,no,yes,cellular,22,aug,136,6,-1,0,unknown,0
485,45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,0
486,25,services,single,secondary,no,628,no,no,cellular,8,jul,266,1,-1,0,unknown,0
487,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,134,1,121,1,other,0
488,40,technician,married,secondary,no,2338,no,no,cellular,16,oct,717,2,-1,0,unknown,1
489,32,blue-collar,single,secondary,no,127,yes,no,cellular,5,may,195,1,-1,0,unknown,0
490,32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,failure,0
491,52,services,divorced,primary,no,432,yes,yes,cellular,6,may,44,4,-1,0,unknown,0
492,26,student,single,secondary,no,620,no,no,cellular,26,aug,76,1,96,2,success,0
493,34,admin.,single,secondary,no,266,yes,no,cellular,6,apr,437,2,-1,0,unknown,0
494,41,technician,divorced,tertiary,no,2611,yes,no,cellular,1,jun,129,1,314,2,failure,0
495,55,services,married,secondary,no,2120,no,no,cellular,11,aug,236,3,-1,0,unknown,0
496,45,admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,0
497,48,blue-collar,married,primary,no,0,no,yes,cellular,5,aug,67,1,-1,0,unknown,0
498,60,technician,married,secondary,no,1139,no,no,cellular,6,feb,67,2,207,2,failure,0
499,45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,0
500,32,blue-collar,single,secondary,no,228,no,no,telephone,5,feb,176,1,288,3,failure,0
501,56,self-employed,married,secondary,no,1113,no,no,unknown,12,jun,138,1,-1,0,unknown,0
502,55,technician,married,unknown,no,4746,yes,no,unknown,23,may,288,3,-1,0,unknown,0
503,39,management,married,tertiary,no,0,no,no,cellular,28,aug,93,25,-1,0,unknown,0
504,55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,3,-1,0,unknown,0
505,34,admin.,single,secondary,no,4447,yes,no,cellular,2,jun,159,1,84,2,failure,0
506,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,1
507,41,blue-collar,married,primary,no,1820,yes,no,telephone,21,nov,25,3,-1,0,unknown,0
508,56,entrepreneur,married,tertiary,no,40,no,yes,cellular,11,jul,123,2,-1,0,unknown,0
509,33,technician,married,tertiary,no,-258,no,no,cellular,8,jul,362,1,-1,0,unknown,0
510,42,housemaid,married,secondary,no,477,yes,yes,cellular,17,nov,231,2,-1,0,unknown,0
511,39,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,0
512,43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,0
513,28,technician,single,secondary,no,1241,no,no,cellular,24,jul,343,1,-1,0,unknown,0
514,37,services,single,secondary,no,105,no,yes,cellular,21,nov,197,2,157,4,failure,0
515,30,management,single,tertiary,no,2317,yes,no,unknown,26,may,260,5,-1,0,unknown,0
516,44,blue-collar,married,primary,no,1147,yes,no,cellular,12,may,23,1,-1,0,unknown,0
517,50,technician,divorced,secondary,no,148,yes,no,cellular,17,apr,413,2,-1,0,unknown,0
518,30,management,single,tertiary,no,4,yes,no,cellular,17,jul,284,1,-1,0,unknown,0
519,36,admin.,divorced,primary,no,1127,yes,no,cellular,17,apr,625,3,-1,0,unknown,0
520,51,management,married,secondary,no,441,yes,no,cellular,7,may,189,2,167,2,other,0
521,37,admin.,married,secondary,no,68,yes,yes,cellular,13,may,151,2,351,1,failure,0
522,32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,-1,0,unknown,1
523,79,retired,married,secondary,no,909,no,no,cellular,25,sep,114,1,95,1,other,0
524,56,retired,married,primary,no,556,yes,no,cellular,28,aug,102,4,-1,0,unknown,0
525,37,management,married,tertiary,no,16,no,no,cellular,20,aug,280,1,-1,0,unknown,0
526,37,admin.,married,secondary,no,-426,yes,yes,cellular,31,jul,56,30,-1,0,unknown,0
527,47,blue-collar,married,secondary,no,387,yes,no,unknown,7,may,122,2,-1,0,unknown,0
528,41,entrepreneur,married,primary,no,406,no,no,unknown,6,jun,272,1,-1,0,unknown,0
529,48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,-1,0,unknown,1
530,58,retired,divorced,primary,no,593,no,yes,unknown,9,jun,204,2,-1,0,unknown,0
531,47,housemaid,divorced,primary,no,1405,no,no,unknown,12,jun,127,1,-1,0,unknown,0
